flightSymbol,airline,flightType,timeType,time,flightSituation,codeJustification,originAirport,originCity,originState,originCountry,destinationAirport,destinationCity,destinationState,destinationCountry,destinationLongitude,destinationLatitude,originLatitude,originAltitude
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-22T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-23T00:29:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-23T01:08:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-23T07:56:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-23T08:30:00Z,Realizado,LIBERACAO SERV. TRAFEGO AEREO/ANTECIPACAO,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-24T00:29:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-24T00:29:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-24T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-24T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-25T00:29:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-25T01:17:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-25T07:56:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-25T08:21:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-26T00:29:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-26T00:29:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-26T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-26T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-27T00:29:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-27T00:29:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-27T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-27T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-28T00:29:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-28T00:29:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-28T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-28T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-29T00:29:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-29T00:29:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-29T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-29T07:56:00Z,Realizado,NA,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-30T00:29:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-30T01:28:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-30T07:56:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-30T09:04:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-31T00:29:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-31T01:30:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-31T07:56:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 213,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-31T09:01:00Z,Realizado,DEFEITOS DA AERONAVE,Miami,Miami,N/I,Estados Unidos,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,-47.9172348,-15.8697369,-80.2870457,25.795865
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-01T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-01T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-02T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-02T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-02T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-02T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-03T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-03T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-03T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-03T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-04T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-04T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-04T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-04T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-05T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-05T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-05T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-05T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-06T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-06T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-06T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-06T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-07T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-07T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-07T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-07T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-08T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-08T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-08T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-08T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-09T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-09T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-09T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-09T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-10T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-10T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-10T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-10T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-11T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-11T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-11T23:59:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-11T23:34:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-12T07:46:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-12T07:08:00Z,Realizado,ATRASOS NAO ESPECIFICOS - OUTROS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-12T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-12T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-13T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-13T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-13T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-13T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-14T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-14T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-14T23:59:00Z,Realizado,DEFEITOS DA AERONAVE,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-15T02:39:00Z,Realizado,DEFEITOS DA AERONAVE,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-15T07:46:00Z,Realizado,DEFEITOS DA AERONAVE,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,2016-01-15T10:04:00Z,Realizado,DEFEITOS DA AERONAVE,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-15T23:59:00Z,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,NA,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-16T07:46:00Z,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalReal,NA,Cancelado,CANCELAMENTO POR MOTIVOS TECNICOS - OPERACIONAIS,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureEstimate,2016-01-16T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,departureReal,2016-01-16T23:59:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
AAL - 214,AMERICAN AIRLINES INC,Internacional,arrivalEstimate,2016-01-17T07:46:00Z,Realizado,NA,Presidente Juscelino Kubitschek,Brasilia,DF,Brasil,Miami,Miami,N/I,Estados Unidos,-80.2870457,25.795865,-47.9172348,-15.8697369
